-100	0	-480	-0.56320766	0	-9.1416436
-100	0	-510	-0.48681593	0	-9.4595879
-100	0	-540	-0.40748927	0	-9.7300152
-100	0	-570	-0.32620564	0	-9.9513616
-100	0	-600	-0.2440379	0	-10.122709
0	0	-0	0	0	-0
0	0	-30	0	0	-0.66675117
0	0	-60	0	0	-1.3313912
0	0	-90	0	0	-1.991767
0	0	-120	0	0	-2.6456434
0	0	-150	0	0	-3.2906691
0	0	-180	0	0	-3.9243487
0	0	-210	0	0	-4.544025
0	0	-240	0	0	-5.1468725
0	0	-270	0	0	-5.7299047
0	0	-300	0	0	-6.2899952
0	0	-330	0	0	-6.8239149
0	0	-360	0	0	-7.3283838
0	0	-390	0	0	-7.800137
0	0	-420	0	0	-8.2360025
0	0	-450	0	0	-8.6329881
0	0	-480	0	0	-8.9883734
0	0	-510	0	0	-9.2998014
0	0	-540	0	0	-9.5653651
0	0	-570	0	0	-9.7836835
0	0	-600	0	0	-9.9539629
100	0	-0	1.1203507	0	0
100	0	-30	1.1186425	0	-0.67474996
100	0	-60	1.1134794	0	-1.3475045
100	0	-90	1.1047483	0	-2.0162191
100	0	-120	1.0922675	0	-2.6787534
100	0	-150	1.075797	0	-3.3328297
100	0	-180	1.0550534	0	-3.9759987
100	0	-210	1.0297275	0	-4.6056161
100	0	-240	0.99950694	0	-5.2188305
100	0	-270	0.96410002	0	-5.8125868
100	0	-300	0.9232631	0	-6.3836457
100	0	-330	0.876828	0	-6.9286205
100	0	-360	0.82472904	0	-7.444032
100	0	-390	0.76702762	0	-7.9263804
100	0	-420	0.70393243	0	-8.3722321
100	0	-450	0.63581341	0	-8.7783189
100	0	-480	0.56320766	0	-9.1416436
100	0	-510	0.48681593	0	-9.4595879
100	0	-540	0.40748927	0	-9.7300152
100	0	-570	0.32620564	0	-9.9513616
100	0	-600	0.2440379	0	-10.122709
200	0	-0	2.2685082	0	0
200	0	-30	2.2654295	0	-0.69104345
200	0	-60	2.2560993	0	-1.3805175
200	0	-90	2.2402389	0	-2.0667826
200	0	-120	2.217398	0	-2.7480616
200	0	-150	2.1869753	0	-3.422377
200	0	-180	2.1482484	0	-4.0874953
200	0	-210	2.1004133	0	-4.7408829
200	0	-240	2.0426314	0	-5.3796752
200	0	-270	1.9740868	0	-6.0006637
200	0	-300	1.8940489	0	-6.6003045
200	0	-330	1.8019409	0	-7.1747506
200	0	-360	1.6974097	0	-7.7199116
200	0	-390	1.5803923	0	-8.2315414
200	0	-420	1.4511743	0	-8.7053519
200	0	-450	1.3104346	0	-9.137152
200	0	-480	1.1592697	0	-9.5230028
200	0	-510	0.99919426	0	-9.8593827
200	0	-540	0.83211329	0	-10.14335
200	0	-570	0.66026693	0	-10.372692
200	0	-600	0.48614878	0	-10.546046
300	0	-0	3.4656988	0	0
300	0	-30	3.4620851	0	-0.71407476
300	0	-60	3.4510608	0	-1.4274809
300	0	-90	3.4320806	0	-2.1394479
300	0	-120	3.4042533	0	-2.8490017
300	0	-150	3.3663695	0	-3.5548656
300	0	-180	3.3169423	0	-4.2553655
300	0	-210	3.2542656	0	-4.9483414
300	0	-240	3.1764901	0	-5.6310719
300	0	-270	3.0817194	0	-6.3002161
300	0	-300	2.9681275	0	-6.9517819
300	0	-330	2.8340956	0	-7.5811292
300	0	-360	2.6783631	0	-8.1830165
300	0	-390	2.5001853	0	-8.7517009
300	0	-420	2.2994863	0	-9.281095
300	0	-450	2.0769899	0	-9.7649826
300	0	-480	1.8343134	0	-10.197285
300	0	-510	1.5740059	0	-10.572369
300	0	-540	1.2995171	0	-10.885362
300	0	-570	1.0150916	0	-11.132467
300	0	-600	0.72558852	0	-11.311215
400	0	-0	4.7169089	0	0
400	0	-30	4.71439	0	-0.73582957
400	0	-60	4.706524	0	-1.4726143
400	0	-90	4.6923851	0	-2.2111804
400	0	-120	4.6704365	0	-2.9520928
400	0	-150	4.6385445	0	-3.6955134
400	0	-180	4.5940045	0	-4.4410509
400	0	-210	4.5335897	0	-5.1875995
400	0	-240	4.4536294	0	-5.9331703
400	0	-270	4.35013	0	-6.6747241
400	0	-300	4.2189476	0	-7.4080176
400	0	-330	4.0560234	0	-8.1274838
400	0	-360	3.8576822	0	-8.8261739
400	0	-390	3.6209901	0	-9.4957924
400	0	-420	3.3441495	0	-10.126857
400	0	-450	3.0268985	0	-10.709016
400	0	-480	2.6708588	0	-11.231524
400	0	-510	2.2797734	0	-11.683881
400	0	-540	1.8595684	0	-12.056573
400	0	-570	1.418192	0	-12.341847
400	0	-600	0.9652169	0	-12.534411
500	0	-0	5.9957436	0	0
500	0	-30	5.9970257	0	-0.74194328
500	0	-60	6.0004434	0	-1.4873313
500	0	-90	6.0046985	0	-2.2395069
500	0	-120	6.0075896	0	-3.0015952
500	0	-150	6.0059588	0	-3.7763626
500	0	-180	5.9956297	0	-4.5660339
500	0	-210	5.9713471	0	-5.3720564
500	0	-240	5.9267407	0	-6.1947988
500	0	-270	5.8543407	0	-7.0331767
500	0	-300	5.7456862	0	-7.8842092
500	0	-330	5.5915748	0	-8.742527
500	0	-360	5.3825085	0	-9.5998776
500	0	-390	5.1093839	0	-10.444714
500	0	-420	4.7321157	0	-11.187867
500	0	-450	4.0978972	0	-11.394905
500	0	-480	3.4686341	0	-11.597455
500	0	-510	2.8452153	0	-11.789835
500	0	-540	2.228697	0	-11.966307
500	0	-570	1.6202816	0	-12.121716
500	0	-600	1.0212605	0	-12.252186
600	0	-0	7.2248703	0	0
600	0	-30	7.2335303	0	-0.71102005
600	0	-60	7.2591005	0	-1.4284162
600	0	-90	7.3003182	0	-2.1586128
600	0	-120	7.3549656	0	-2.9081161
600	0	-150	7.4196957	0	-3.6835133
600	0	-180	7.4897809	0	-4.4914144
600	0	-210	7.5587801	0	-5.3383016
600	0	-240	7.6181294	0	-6.2302371
600	0	-270	7.6566734	0	-7.172367
600	0	-300	7.1700812	0	-7.511525
600	0	-330	6.515784	0	-7.6532244
600	0	-360	5.8638084	0	-7.8127936
600	0	-390	5.2146757	0	-7.9893917
600	0	-420	4.5689794	0	-8.1808308
600	0	-450	3.9274231	0	-8.3831479
600	0	-480	3.2908847	0	-8.5902879
600	0	-510	2.6605029	0	-8.7941083
600	0	-540	2.0377603	0	-8.9849676
600	0	-570	1.4245144	0	-9.1530579
600	0	-600	0.82292076	0	-9.2903271
700	0	-0	8.2628801	0	0
700	0	-30	8.2818651	0	-0.61983918
700	0	-60	8.3387436	0	-1.2478829
700	0	-90	8.4332512	0	-1.8926371
700	0	-120	8.5648239	0	-2.5632214
700	0	-150	8.7323919	0	-3.2697008
700	0	-180	8.9340432	0	-4.0234404
700	0	-210	9.0338872	0	-4.7157861
700	0	-240	8.3737949	0	-4.7364387
700	0	-270	7.7135155	0	-4.7705545
700	0	-300	7.0533192	0	-4.820423
700	0	-330	6.3935875	0	-4.8886074
700	0	-360	5.7348357	0	-4.9778321
700	0	-390	5.0777291	0	-5.0907138
700	0	-420	4.4230902	0	-5.2292282
700	0	-450	3.7718997	0	-5.3937639
700	0	-480	3.1253223	0	-5.5816504
700	0	-510	2.4848169	0	-5.7852921
700	0	-540	1.8524004	0	-5.9907135
700	0	-570	1.2310228	0	-6.1783453
700	0	-600	0.62475358	0	-6.3280254
800	0	-0	8.9226651	0	0
800	0	-30	8.951376	0	-0.45862968
800	0	-60	9.0380233	0	-0.9240228
800	0	-90	9.1841656	0	-1.4033354
800	0	-120	9.3924492	0	-1.9045514
800	0	-150	9.6666758	0	-2.4370089
800	0	-180	9.5592385	0	-2.7273058
800	0	-210	8.9056177	0	-2.6775382
800	0	-240	8.2512572	0	-2.6318886
800	0	-270	7.5960525	0	-2.5914357
800	0	-300	6.9398969	0	-2.5576303
800	0	-330	6.2826966	0	-2.5324479
800	0	-360	5.6244031	0	-2.5186083
800	0	-390	4.9650738	0	-2.5198793
800	0	-420	4.3049842	0	-2.5414633
800	0	-450	3.6448091	0	-2.5903725
800	0	-480	2.9858756	0	-2.6753883
800	0	-510	2.3304094	0	-2.8053307
800	0	-540	1.6816671	0	-2.9824751
800	0	-570	1.0443983	0	-3.1871613
800	0	-600	0.42718692	0	-3.364155
900	0	-0	9.0436957	0	0
900	0	-30	9.0761189	0	-0.24944879
900	0	-60	9.1742587	0	-0.50068004
900	0	-90	9.3407885	0	-0.75556836
900	0	-120	9.5803816	0	-1.0161838
900	0	-150	9.9000691	0	-1.2849196
900	0	-180	9.3282744	0	-1.2378795
900	0	-210	8.6805737	0	-1.1648911
900	0	-240	8.0328549	0	-1.0919517
900	0	-270	7.3851129	0	-1.0190749
900	0	-300	6.737341	0	-0.94627964
900	0	-330	6.0895293	0	-0.87359365
900	0	-360	5.4416631	0	-0.80105849
900	0	-390	4.7937196	0	-0.72873981
900	0	-420	4.1456614	0	-0.65674744
900	0	-450	3.497423	0	-0.58527966
900	0	-480	2.8488788	0	-0.51473291
900	0	-510	2.1997582	0	-0.44602357
900	0	-540	1.5493776	0	-0.38179637
900	0	-570	0.89568622	0	-0.33317792
900	0	-600	0.23804904	0	-0.38341481
1000	0	-0	8.5906427	0	0
1000	0	-30	8.6181453	0	-0.04441612
1000	0	-60	8.7012627	0	-0.085289205
1000	0	-90	8.8418555	0	-0.11880358
1000	0	-120	9.0431307	0	-0.14056295
1000	0	-150	9.3098088	0	-0.14520464
1000	0	-180	8.9803356	0	-0.095704902
1000	0	-210	8.3314905	0	-0.026983867
1000	0	-240	7.6826704	0	0.041296709
1000	0	-270	7.0339483	0	0.1090867
1000	0	-300	6.3854499	0	0.17633505
1000	0	-330	5.7373936	0	0.2429944
1000	0	-360	5.0901627	0	0.30902881
1000	0	-390	4.4444409	0	0.37442495
1000	0	-420	3.801472	0	0.43920171
1000	0	-450	3.1635621	0	0.50339387
1000	0	-480	2.5350307	0	0.56692411
1000	0	-510	1.9238496	0	0.62911943
1000	0	-540	1.3436611	0	0.68741291
1000	0	-570	0.81319115	0	0.73529153
1000	0	-600	0.34560596	0	0.76239238
1100	0	-0	7.6914439	0	0
1100	0	-30	7.7085611	0	0.10626684
1100	0	-60	7.7599768	0	0.2183454
1100	0	-90	7.8458624	0	0.34234044
1100	0	-120	7.9664288	0	0.48496281
1100	0	-150	8.1217959	0	0.65388334
1100	0	-180	8.3117687	0	0.85814907
1100	0	-210	7.9849751	0	0.98496205
1100	0	-240	7.3465156	0	1.0491915
1100	0	-270	6.7114734	0	1.1131516
1100	0	-300	6.0809748	0	1.1768092
1100	0	-330	5.4565166	0	1.2400744
1100	0	-360	4.8400703	0	1.3027533
1100	0	-390	4.2341863	0	1.364476
1100	0	-420	3.6420697	0	1.4245965
1100	0	-450	3.0675588	0	1.4820765
1100	0	-480	2.5149057	0	1.5353886
1100	0	-510	1.98823	0	1.58251
1100	0	-540	1.4905836	0	1.6210831
1100	0	-570	1.0227892	0	1.6487386
1100	0	-600	0.58257816	0	1.663429
1200	0	-0	6.5679964	0	0
1200	0	-30	6.5748499	0	0.18501024
1200	0	-60	6.5951485	0	0.37498836
1200	0	-90	6.6280784	0	0.57500866
1200	0	-120	6.6721894	0	0.79035208
1200	0	-150	6.725246	0	1.0265918
1200	0	-180	6.7840059	0	1.28965
1200	0	-210	6.8439123	0	1.5858028
1200	0	-240	6.8986902	0	1.9215959
1200	0	-270	6.5445483	0	2.0998296
1200	0	-300	5.9493171	0	2.1603598
1200	0	-330	5.3645212	0	2.2194774
1200	0	-360	4.7918852	0	2.276658
1200	0	-390	4.2332257	0	2.3312366
1200	0	-420	3.690349	0	2.3824069
1200	0	-450	3.1649012	0	2.4292404
1200	0	-480	2.6581732	0	2.4707295
1200	0	-510	2.1708819	0	2.5058489
1200	0	-540	1.7029708	0	2.5336244
1200	0	-570	1.2534893	0	2.5531878
1200	0	-600	0.82060892	0	2.5638027
1300	0	-0	5.426264	0	0
1300	0	-30	5.4262159	0	0.20554167
1300	0	-60	5.4257784	0	0.41407759
1300	0	-90	5.4240609	0	0.62857732
1300	0	-120	5.4195423	0	0.85195188
1300	0	-150	5.4100182	0	1.0870009
1300	0	-180	5.3925328	0	1.33633
1300	0	-210	5.3633037	0	1.6022253
1300	0	-240	5.3176522	0	1.8864727
1300	0	-270	5.249962	0	2.1901079
1300	0	-300	5.1536977	0	2.5130903
1300	0	-330	5.0215284	0	2.8538999
1300	0	-360	4.8456111	0	3.2090809
1300	0	-390	4.3419274	0	3.2758693
1300	0	-420	3.8308823	0	3.3186708
1300	0	-450	3.3341155	0	3.357024
1300	0	-480	2.8518189	0	3.3903749
1300	0	-510	2.3838431	0	3.4182006
1300	0	-540	1.9296691	0	3.4400242
1300	0	-570	1.4884116	0	3.4554225
1300	0	-600	1.0588611	0	3.4640275
